         1462369 function calls (1438706 primitive calls) in 1.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:1180(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 indexing.py:725(_LocationIndexer)
        6    0.000    0.000    0.000    0.000 husl.py:222(luv_to_xyz)
       38    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.000    0.000 font_manager.py:1042(FontManager)
        1    0.000    0.000    0.000    0.000 base.py:182(SelectionMixin)
        1    0.000    0.000    0.000    0.000 tts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        4    0.000    0.000    0.000    0.000 sysconfig.py:263(_extend_dict)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
        2    0.000    0.000    0.000    0.000 core.py:3026(_update_from)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
       44    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 notification.py:1(<module>)
       41    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
       69    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
       22    0.000    0.000    0.000    0.000 util.py:197(__init__)
       33    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 blocks.py:166(maybe_split)
        1    0.000    0.000    0.000    0.000 notification_manager.py:29(NotificationManager)
        1    0.000    0.000    0.000    0.000 deprecation.py:137(finalize)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:269(__bool__)
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sms.py:1(<module>)
        7    0.000    0.000    0.000    0.000 argparse.py:990(__init__)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        4    0.000    0.000    0.000    0.000 core.py:5381(_generateDefaultName)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
       17    0.000    0.000    0.000    0.000 enum.py:815(__iter__)
      181    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       15    0.000    0.000    0.000    0.000 dtypes.py:342(construct_from_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        3    0.000    0.000    0.000    0.000 core.py:708(add_parse_action)
        2    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.GetModuleFilename}
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 _linalg.py:110(QRResult)
        1    0.000    0.000    0.000    0.000 integer.py:221(Int32Dtype)
        2    0.000    0.000    0.000    0.000 arrayprint.py:561(decorating_function)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       17    0.000    0.000    0.000    0.000 enum.py:1187(_generate_next_value_)
       29    0.000    0.000    0.000    0.000 getlimits.py:709(min)
        2    0.000    0.000    0.000    0.000 __init__.py:396(__getitem__)
        1    0.000    0.000    0.000    0.000 core.py:103(__diag__)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 enum.py:1676(global_enum)
        1    0.000    0.000    0.000    0.000 _linalg.py:114(SlogdetResult)
       44    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:345(get_lines)
       72    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        1    0.000    0.000    0.000    0.000 registry.py:302(load_backend_module)
        7    0.000    0.000    0.000    0.000 core.py:2615(_arraymethod)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1680(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 python_parser.py:71(PythonParser)
        1    0.000    0.000    0.000    0.000 dviread.py:821(PsfontsMap)
        9    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
        1    0.000    0.000    0.000    0.000 multi.py:209(names_compat)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__enter__)
        1    0.000    0.000    0.000    0.000 transforms.py:2661(ScaledTranslation)
       21    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 object_array.py:37(ObjectStringArrayMixin)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:889(hugepage_setup)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
      135    0.000    0.000    0.000    0.000 six.py:93(__init__)
       55    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       64    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 axes3d.py:4044(_Quaternion)
        1    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
       79    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
       30    0.000    0.000    0.000    0.000 core.py:699(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:5959(__init__)
        1    0.000    0.000    0.000    0.000 contour.py:551(ContourSet)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       30    0.000    0.000    0.000    0.000 core.py:4416(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       64    0.000    0.000    0.000    0.000 _decorators.py:437(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:864(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        4    0.000    0.000    0.000    0.000 pydoc.py:156(_getowndoc)
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2420(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1710(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        7    0.000    0.000    0.000    0.000 fractions.py:533(_operator_fallbacks)
        4    0.000    0.000    0.000    0.000 docscrape.py:206(_strip)
        1    0.000    0.000    0.000    0.000 widgets.py:2446(SpanSelector)
        1    0.000    0.000    0.000    0.000 pytables.py:2364(DataCol)
       52    0.000    0.000    0.000    0.000 typing.py:2820(<genexpr>)
        1    0.000    0.000    0.000    0.000 sql.py:2632(SQLiteDatabase)
      134    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        4    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2764(Canvas)
       19    0.000    0.000    0.000    0.000 datetimes.py:126(_field_accessor)
       17    0.000    0.000    0.000    0.000 inspect.py:2855(__hash__)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1760(DatelikeOps)
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
       18    0.000    0.000    0.000    0.000 enum.py:827(__members__)
        8    0.000    0.000    0.000    0.000 functools.py:848(_is_valid_dispatch_type)
       20    0.000    0.000    0.000    0.000 argparse.py:1426(_registry_get)
        1    0.000    0.000    0.000    0.000 dashboard.py:322(DashboardGUI)
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
       10    0.000    0.000    0.000    0.000 axis.py:2339(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 apply.py:1134(FrameRowApply)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
       79    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       38    0.000    0.000    0.000    0.000 fromnumeric.py:3522(ndim)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
        8    0.000    0.000    0.000    0.000 docscrape.py:53(__init__)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2165(IPv6Interface)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
       57    0.000    0.000    0.000    0.000 __init__.py:266(<genexpr>)
        3    0.000    0.000    0.000    0.000 colors.py:1522(__init__)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 core.py:4918(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 husl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 ttk.py:1153(Treeview)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
       88    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 pytables.py:2851(GenericFixed)
        1    0.000    0.000    0.000    0.000 apply.py:1235(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 _json.py:818(JsonReader)
       26    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        3    0.000    0.000    0.000    0.000 core.py:5093(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1646(TarFile)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
        1    0.000    0.000    0.000    0.000 _internal.py:253(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        5    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 platform.py:844(uname_result)
        1    0.000    0.000    0.000    0.000 collections.py:964(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 pytables.py:2679(Fixed)
       24    0.000    0.000    0.000    0.000 cbook.py:1860(_str_equal)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       20    0.000    0.000    0.000    0.000 inspect.py:3113(<genexpr>)
       10    0.000    0.000    0.000    0.000 argparse.py:849(__init__)
        5    0.000    0.000    0.000    0.000 core.py:6175(token_map)
       34    0.000    0.000    0.000    0.000 invalid.py:44(make_invalid_op)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:57(RendererAgg)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
        3    0.000    0.000    0.000    0.000 registry.py:202(is_valid_backend)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
       58    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 grouper.py:488(Grouping)
        1    0.000    0.000    0.000    0.000 pytables.py:2039(IndexCol)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:268(basename)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
       26    0.000    0.000    0.000    0.000 _strptime.py:355(repl)
        1    0.000    0.000    0.000    0.000 indexing.py:1563(_iLocIndexer)
       15    0.000    0.000    0.000    0.000 ssl.py:937(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 audio.py:49(Audio)
       20    0.000    0.000    0.000    0.000 enum.py:1691(_simple_enum)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:174(Column)
        1    0.000    0.000    0.000    0.000 getlimits.py:385(finfo)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:326(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_get_parent_path)
        1    0.000    0.000    0.000    0.000 axis.py:2369(XAxis)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
       31    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
       11    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 blocks.py:2069(EABackedBlock)
        8    0.000    0.000    0.000    0.000 platform.py:331(<genexpr>)
        3    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 array_manager.py:101(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 integer.py:16(IntegerDtype)
        1    0.000    0.000    0.000    0.000 task_manager.py:14(Task)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:2214(SubFigure)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:75(Term)
       18    0.000    0.000    0.000    0.000 husl.py:140(from_linear)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3039(Regex)
       74    0.000    0.000    0.000    0.000 util.py:245(no_escape_re_range_char)
       44    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:1537(RadioButtons)
        1    0.000    0.000    0.000    0.000 ssl.py:782(SSLObject)
        1    0.000    0.000    0.000    0.000 sql.py:2101(ADBCDatabase)
        3    0.000    0.000    0.000    0.000 _docstrings.py:43(from_nested_components)
        1    0.000    0.000    0.000    0.000 core.py:3750(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:864(<lambda>)
       44    0.000    0.000    0.000    0.000 core.py:4405(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:1578(LineCollection)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       29    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        6    0.000    0.000    0.000    0.000 husl.py:250(lch_to_luv)
        2    0.000    0.000    0.000    0.000 linecache.py:152(lazycache)
       12    0.000    0.000    0.000    0.000 functools.py:968(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
       13    0.000    0.000    0.000    0.000 typing.py:993(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
       17    0.000    0.000    0.000    0.000 results.py:272(__iter__)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 base.py:264(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 __init__.py:1271(ZipFile)
       17    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        1    0.000    0.000    0.000    0.000 argparse.py:1750(ArgumentParser)
       58    0.000    0.000    0.000    0.000 pathlib.py:176(_select_from)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 rolling.py:120(BaseWindow)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
       54    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:1825(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 pydoc.py:1229(TextDoc)
        8    0.000    0.000    0.000    0.000 docscrape.py:412(<genexpr>)
        1    0.000    0.000    0.000    0.000 ast.py:78(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 collections.py:2198(_MeshData)
        1    0.000    0.000    0.000    0.000 base.py:2426(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 density.py:21(KDE)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:156(splitdrive)
        1    0.000    0.000    0.000    0.000 _base.py:927(ExcelWriter)
        1    0.000    0.000    0.000    0.000 axis.py:2593(YAxis)
       25    0.000    0.000    0.000    0.000 __init__.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
       10    0.000    0.000    0.000    0.000 core.py:3771(parseImpl)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
       15    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
        2    0.000    0.000    0.000    0.000 expr.py:128(_compose)
       14    0.000    0.000    0.000    0.000 argparse.py:595(format)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 categorical.py:3217(Beeswarm)
       17    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       33    0.000    0.000    0.000    0.000 core.py:4695(recurse)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:327(SingleDataManager)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       38    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 dtypes.py:1433(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 _base.py:616(VectorPlotter)
        3    0.000    0.000    0.000    0.000 traceback.py:391(extended_frame_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:2331(CompositeGenericTransform)
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 array_manager.py:599(ArrayManager)
        1    0.000    0.000    0.000    0.000 stata.py:2254(StataWriter)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:554(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        2    0.000    0.000    0.000    0.000 config.py:635(_get_root)
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
        1    0.000    0.000    0.000    0.000 distributions.py:99(_DistributionPlotter)
       76    0.000    0.000    0.000    0.000 inspect.py:3093(return_annotation)
       41    0.000    0.000    0.000    0.000 multiarray.py:1106(copyto)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:34(ArrowStringArrayMixin)
        1    0.000    0.000    0.000    0.000 art3d.py:625(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 floating.py:16(FloatingDtype)
        1    0.000    0.000    0.000    0.000 statistics.py:1236(NormalDist)
       16    0.000    0.000    0.000    0.000 typing.py:2901(<genexpr>)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 managers.py:903(BlockManager)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
       33    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
       36    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:680(Colormap)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetTempPath}
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1144(OffsetImage)
        1    0.000    0.000    0.000    0.000 frequencies.py:159(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 boolean.py:239(BooleanArray)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        4    0.000    0.000    0.000    0.000 typing.py:2319(_strip_annotations)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
       56    0.000    0.000    0.000    0.000 accessors.py:169(<lambda>)
        1    0.000    0.000    0.000    0.000 miscplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:796(_Processor)
        2    0.000    0.000    0.000    0.000 core.py:3613(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 widgets.py:3123(RectangleSelector)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 axis3d.py:729(XAxis)
        1    0.000    0.000    0.000    0.000 string_.py:90(StringDtype)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 rcsetup.py:583(_validate_greaterthan_minushalf)
       40    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 polar.py:756(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 dtypes.py:2046(ArrowDtype)
        1    0.000    0.000    0.000    0.000 sql.py:1455(PandasSQL)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        2    0.000    0.000    0.000    0.000 reprlib.py:50(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:100(check_in_list)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorizer.py:325(_ColorizerInterface)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _base.py:543(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 ast.py:74(_convert_num)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 ttk.py:1481(LabeledScale)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        1    0.000    0.000    0.000    0.000 colors.py:2445(CenteredNorm)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'winreg.PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
       12    0.000    0.000    0.000    0.000 period.py:108(_field_accessor)
