         1462369 function calls (1438706 primitive calls) in 1.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 scale.py:46(ScaleBase)
        1    0.000    0.000    0.000    0.000 core.py:5392(SkipTo)
        1    0.000    0.000    0.000    0.000 core.py:5202(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 extras.py:248(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 rrule.py:1112(_iterinfo)
        1    0.000    0.000    0.000    0.000 dates.py:597(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
        1    0.000    0.000    0.000    0.000 backend_tools.py:327(RubberbandBase)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:13(LayoutItem)
        1    0.000    0.000    0.000    0.000 dviread.py:550(DviFont)
        1    0.000    0.000    0.000    0.000 patches.py:2785(_Base)
        1    0.000    0.000    0.000    0.000 _mathtext.py:97(RasterParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 _mathtext.py:672(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 polar.py:556(RadialTick)
        1    0.000    0.000    0.000    0.000 __init__.py:313(_CountryTimezoneDict)
        7    0.000    0.000    0.000    0.000 __init__.py:508(_parse_local_version)
        1    0.000    0.000    0.000    0.000 _decorators.py:455(Appender)
        1    0.000    0.000    0.000    0.000 printing.py:506(_TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 common.py:1022(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:2078(PyZipFile)
        1    0.000    0.000    0.000    0.000 stata.py:3590(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 _json.py:280(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:1356(SeriesParser)
        1    0.000    0.000    0.000    0.000 python_parser.py:1201(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 pytables.py:532(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 rcmod.py:495(_PlottingContext)
        1    0.000    0.000    0.000    0.000 request.py:601(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:1370(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 _statistics.py:402(ECDF)
        1    0.000    0.000    0.000    0.000 pydoc.py:1197(TextRepr)
        1    0.000    0.000    0.000    0.000 notification.py:43(Notification)
        1    0.000    0.000    0.000    0.000 brightness.py:30(Brightness)
        1    0.000    0.000    0.000    0.000 _parser.py:100(checkgroup)
        1    0.000    0.000    0.000    0.000 argparse.py:236(_add_item)
        1    0.000    0.000    0.000    0.000 pathlib.py:180(_ParentSelector)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 __init__.py:551(StringVar)
        1    0.000    0.000    0.000    0.000 ttk.py:619(Entry)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        4    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:973(FloatingFormat)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:591(ndenumerate)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:144(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:412(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:50(BagObj)
        1    0.000    0.000    0.000    0.000 TiffTags.py:24(_TagInfo)
        2    0.000    0.000    0.000    0.000 rcsetup.py:174(validate_dpi)
        1    0.000    0.000    0.000    0.000 ImageFile.py:101(_Tile)
        1    0.000    0.000    0.000    0.000 scale.py:140(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:639(LogitScale)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:67(GradientFile)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 ticker.py:2670(AsinhLocator)
        1    0.000    0.000    0.000    0.000 core.py:4381(MatchFirst)
        1    0.000    0.000    0.000    0.000 core.py:2766(Word)
        1    0.000    0.000    0.000    0.000 core.py:5823(Combine)
        1    0.000    0.000    0.000    0.000 testing.py:22(reset_pyparsing_context)
        4    0.000    0.000    0.000    0.000 core.py:6746(__has_singleton)
        1    0.000    0.000    0.000    0.000 dates.py:1653(MicrosecondLocator)
        3    0.000    0.000    0.000    0.000 six.py:885(add_metaclass)
        1    0.000    0.000    0.000    0.000 _parser.py:1589(ParserError)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:355(ToolQuit)
        1    0.000    0.000    0.000    0.000 plistlib.py:283(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(Node)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 widgets.py:3652(LassoSelector)
        1    0.000    0.000    0.000    0.000 layout_engine.py:111(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1576(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 polar.py:274(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 art3d.py:400(Collection3D)
        1    0.000    0.000    0.000    0.000 config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 config.py:458(option_context)
        1    0.000    0.000    0.000    0.000 function.py:51(CompatValidator)
        1    0.000    0.000    0.000    0.000 base.py:2418(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 integer.py:64(IntegerArray)
        1    0.000    0.000    0.000    0.000 printing.py:528(_EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 extension.py:160(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 __init__.py:779(_SharedFile)
        1    0.000    0.000    0.000    0.000 xml.py:427(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:538(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 rcmod.py:472(_RCAesthetics)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 relational.py:188(_RelationalPlotter)
        1    0.000    0.000    0.000    0.000 email.py:33(Email)
        1    0.000    0.000    0.000    0.000 focus_gui.py:1956(CustomSessionDialog)
        1    0.000    0.000    0.000    0.000 argparse.py:1895(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 pathlib.py:223(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 argparse.py:1152(_VersionAction)
        1    0.000    0.000    0.000    0.000 pathlib.py:241(_DoubleRecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 __init__.py:600(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:3512(Radiobutton)
        1    0.000    0.000    0.000    0.000 __init__.py:3545(Scale)
        1    0.000    0.000    0.000    0.000 threading.py:577(Event)
        1    0.000    0.000    0.000    0.000 ttk.py:661(Combobox)
        1    0.000    0.000    0.000    0.000 ttk.py:1037(Scale)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_StderrHandler)
        1    0.000    0.000    0.000    0.000 gzip.py:128(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 gzip.py:500(_GzipReader)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:121(_Deprecate)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _docstring.py:34(Substitution)
        1    0.000    0.000    0.000    0.000 _docstring.py:110(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:137(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3020(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 ImageFile.py:865(PyEncoder)
        1    0.000    0.000    0.000    0.000 scale.py:325(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 scale.py:176(FuncScale)
        1    0.000    0.000    0.000    0.000 transforms.py:2687(_ScaledRotation)
        1    0.000    0.000    0.000    0.000 core.py:957(NullCache)
        1    0.000    0.000    0.000    0.000 core.py:5206(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 core.py:2403(Token)
        1    0.000    0.000    0.000    0.000 dates.py:822(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1193(DrawEvent)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 plistlib.py:456(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1206(Hlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1496(Kern)
        1    0.000    0.000    0.000    0.000 widgets.py:251(SliderBase)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 _base.py:96(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 _trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 polar.py:326(ThetaTick)
        1    0.000    0.000    0.000    0.000 geo.py:349(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:458(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        4    0.000    0.000    0.000    0.000 config.py:835(is_type_factory)
        1    0.000    0.000    0.000    0.000 config.py:88(RegisteredOption)
        1    0.000    0.000    0.000    0.000 floating.py:56(FloatingArray)
        1    0.000    0.000    0.000    0.000 generic.py:124(NamedAgg)
        1    0.000    0.000    0.000    0.000 array_manager.py:1240(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 selectn.py:166(SelectNFrame)
        1    0.000    0.000    0.000    0.000 base.py:13(OutputKey)
        1    0.000    0.000    0.000    0.000 groupby.py:729(GroupByPlot)
        1    0.000    0.000    0.000    0.000 scope.py:26(DeepChainMap)
        3    0.000    0.000    0.000    0.000 expr.py:271(disallow)
        1    0.000    0.000    0.000    0.000 ops.py:549(MathCall)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 _json.py:295(FrameWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:4372(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4796(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 client.py:1506(IncompleteRead)
        1    0.000    0.000    0.000    0.000 request.py:620(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 pydoc.py:413(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 typing.py:1489(__repr__)
        1    0.000    0.000    0.000    0.000 argparse.py:1045(_AppendAction)
        1    0.000    0.000    0.000    0.000 pathlib.py:174(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 argparse.py:1292(FileType)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 __init__.py:151(_VersionInfoType)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 __init__.py:1996(YView)
        1    0.000    0.000    0.000    0.000 __init__.py:727(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:1409(Timer)
        4    0.000    0.000    0.000    0.000 __init__.py:57(fget)
        1    0.000    0.000    0.000    0.000 cbook.py:396(silent_list)
        1    0.000    0.000    0.000    0.000 _exceptions.py:37(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1388(DatetimeFormat)
        2    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:423(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 colors.py:2016(SegmentedBivarColormap)
        1    0.000    0.000    0.000    0.000 scale.py:218(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:259(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:479(AsinhTransform)
        1    0.000    0.000    0.000    0.000 scale.py:596(LogitTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1995(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:2516(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2810(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 core.py:184(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 core.py:943(_CacheType)
        1    0.000    0.000    0.000    0.000 core.py:3473(CharsNotIn)
        1    0.000    0.000    0.000    0.000 core.py:451(DebugActions)
        1    0.000    0.000    0.000    0.000 core.py:954(_MaskedUnaryOperation)
        2    0.000    0.000    0.000    0.000 core.py:3509(shape)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 dates.py:1785(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 calendar.py:611(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 backend_tools.py:375(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:595(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:929(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 plistlib.py:631(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1033(Box)
        1    0.000    0.000    0.000    0.000 widgets.py:1872(Cursor)
        1    0.000    0.000    0.000    0.000 _mathtext.py:713(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 offsetbox.py:388(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1601(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 category.py:119(StrCategoryLocator)
        2    0.000    0.000    0.000    0.000 axis.py:531(__init__)
        1    0.000    0.000    0.000    0.000 _trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 geo.py:258(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:304(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:390(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 compressors.py:52(BZ2File)
        1    0.000    0.000    0.000    0.000 apply.py:1610(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 multi.py:129(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 blocks.py:2684(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 base.py:55(_AlreadyWarned)
        1    0.000    0.000    0.000    0.000 common.py:1088(_BytesIOWrapper)
        1    0.000    0.000    0.000    0.000 info.py:673(_SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 merge.py:1894(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 readers.py:460(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 utils.py:95(Endianness)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:157(Unpickler)
        1    0.000    0.000    0.000    0.000 request.py:1379(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1532(FTPHandler)
        1    0.000    0.000    0.000    0.000 client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 _base.py:519(StyleMapping)
        1    0.000    0.000    0.000    0.000 <string>:1(error)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:8(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 tts.py:23(TTS)
        1    0.000    0.000    0.000    0.000 argparse.py:953(_StoreAction)
        1    0.000    0.000    0.000    0.000 pathlib.py:191(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:217(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:1953(CallWrapper)
        1    0.000    0.000    0.000    0.000 filedialog.py:233(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 __init__.py:575(IntVar)
        1    0.000    0.000    0.000    0.000 __init__.py:621(BooleanVar)
        1    0.000    0.000    0.000    0.000 __init__.py:4041(_setit)
        1    0.000    0.000    0.000    0.000 simpledialog.py:337(_QueryInteger)
        1    0.000    0.000    0.000    0.000 ttk.py:590(Checkbutton)
        1    0.000    0.000    0.000    0.000 ttk.py:698(Frame)
        1    0.000    0.000    0.000    0.000 threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:7(NBitBase)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:428(UniqueInverseResult)
        2    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
        1    0.000    0.000    0.000    0.000 registry.py:77(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:521(SupportsGetData)
        1    0.000    0.000    0.000    0.000 colors.py:2066(BivarColormapFromImage)
        1    0.000    0.000    0.000    0.000 Image.py:3219(SupportsArrayInterface)
        1    0.000    0.000    0.000    0.000 Image.py:3719(register_save)
        1    0.000    0.000    0.000    0.000 Image.py:3732(register_save_all)
        1    0.000    0.000    0.000    0.000 ticker.py:1739(IndexLocator)
        1    0.000    0.000    0.000    0.000 core.py:2679(CloseMatch)
        1    0.000    0.000    0.000    0.000 core.py:3782(WordStart)
        1    0.000    0.000    0.000    0.000 core.py:2627(CaselessLiteral)
        4    0.000    0.000    0.000    0.000 core.py:6052(postParse)
        1    0.000    0.000    0.000    0.000 core.py:241(_ParseActionIndexError)
        1    0.000    0.000    0.000    0.000 actions.py:19(OnlyOnce)
        1    0.000    0.000    0.000    0.000 core.py:4783(_Indent)
        1    0.000    0.000    0.000    0.000 core.py:3839(Tag)
        1    0.000    0.000    0.000    0.000 core.py:4841(AtStringStart)
        1    0.000    0.000    0.000    0.000 core.py:5880(Group)
        1    0.000    0.000    0.000    0.000 cm.py:100(__iter__)
        1    0.000    0.000    0.000    0.000 core.py:847(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:917(__init__)
        4    0.000    0.000    0.000    0.000 core.py:896(__init__)
        4    0.000    0.000    0.000    0.000 calendar.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 backend_tools.py:415(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:442(ToolXScale)
        1    0.000    0.000    0.000    0.000 patches.py:2412(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2844(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2882(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2986(Arc)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1428(_GlueSpec)
        1    0.000    0.000    0.000    0.000 _mathtext.py:939(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 offsetbox.py:475(HPacker)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:288(WriteBuffer)
        1    0.000    0.000    0.000    0.000 base.py:517(__init__)
        1    0.000    0.000    0.000    0.000 indexing.py:109(_IndexSlice)
        1    0.000    0.000    0.000    0.000 format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:111(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 resample.py:1866(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:1997(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 readers.py:477(_Fwf_Defaults)
        1    0.000    0.000    0.000    0.000 python_parser.py:1319(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 pytables.py:349(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 request.py:787(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1046(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1399(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 _statistics.py:523(WeightedAggregator)
        1    0.000    0.000    0.000    0.000 pydoc.py:2082(__init__)
        1    0.000    0.000    0.000    0.000 sms.py:31(Sms)
        1    0.000    0.000    0.000    0.000 utils.py:20(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:1083(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1182(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1347(Namespace)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 cyaml.py:30(CFullLoader)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 __init__.py:4055(OptionMenu)
        1    0.000    0.000    0.000    0.000 filedialog.py:332(Open)
        1    0.000    0.000    0.000    0.000 filedialog.py:304(_Dialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:247(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 threading.py:445(Semaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 threading.py:1439(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1038(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 __init__.py:402(PyDLL)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:557(CClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:742(IndexExpression)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _docstring.py:86(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 Image.py:3704(register_mime)
